,OBJECTID,NAME,ALTNAME,BLOCK,Location_n,Fromstreet,ToStreet,TOTALANES,DIRECT1,SIDEWLK1,WIDTH_C_C,WIDTHAPPRO,ROW_WIDTH,StateRte,FCLASS2014,STATERESP,OWNERSHIP,lengthinv,SURFACETXT,SHOULDTEXT,RESPONSERO,OWNTYPE,MGTRESPONB,STATEROUTE,DeedyrBkPg,SID,RINNUM,SHAPE__Len,geometry,slope,slope_below5,slope_5_10,slope_10_15,slope_above15,slope_category
607,599,MADISON ST,,100,100 Blk Madison St.,LAKE AVE,FIRST ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.15,28.15,66.0,NO,Local Road,NONE,CITY ST,323.472506969875,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,745.0,133.547188092747,"LINESTRING (-76.50125450356462 42.44688512891692, -76.50228374049235 42.446430341160394, -76.50228375387202 42.44643033486779)",0.12919110027258376,1,0,0,0,1
608,600,MADISON ST,,300,300 Blk Madison St.,SECOND ST,THIRD ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.15,28.15,66.0,NO,Local Road,NONE,CITY ST,327.150391910629,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,746.0,135.065643283181,"LINESTRING (-76.5033378316226 42.44596173927876, -76.50333798852289 42.44596166916545, -76.50437590602365 42.4454982383973)",0.003369775370102693,1,0,0,0,1
609,601,MADISON ST,,400,400 Blk Madison St.,THIRD ST,FOURTH ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.15,28.15,66.0,NO,Local Road,NONE,CITY ST,332.221584338201,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,747.0,137.157323308125,"LINESTRING (-76.50437590602365 42.4454982383973, -76.50437693254946 42.445497779955055, -76.50543145303605 42.445029263469806)",0.14125321891396384,1,0,0,0,1
610,602,MADISON ST,,500,500 Blk Madison St.,FOURTH ST,FIFTH ST,2,Two-way,Sidewalks adjacent to the north side of the street only,28.15,28.15,66.0,NO,Local Road,NONE,CITY ST,333.622385241994,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,748.0,137.730932784561,"LINESTRING (-76.50543145303605 42.445029263469806, -76.5054318446662 42.44502908907916, -76.50649669349569 42.44456485516604)",0.11268453877918885,1,0,0,0,1
611,603,HANCOCK ST,,400,400 Blk Hancock St.,SECOND ST,THIRD ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.5,30.5,66.0,NO,Collector,NONE,CITY ST,326.986150431902,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"1) Part 1887 (Dewitt), 2) Part 1931 BKPG 1) 131-117, 2) 226-58",3,749.0,134.997336028776,"LINESTRING (-76.50408545330689 42.446889540086616, -76.5040878031783 42.446888494670965, -76.50512657684467 42.446430667497026)",0.12394974525699648,1,0,0,0,1
612,604,HANCOCK ST,,500,500 Blk Hancock St.,THIRD ST,FOURTH ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.5,30.5,66.0,NO,Collector,NONE,CITY ST,331.869527460861,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"1) Part 1887 (Dewitt), 2) Part 1931 BKPG 1) 131-117, 2) 226-58",3,750.0,137.013662570168,"LINESTRING (-76.50512657684467 42.446430667497026, -76.50513022442532 42.446429059362146, -76.50618151261749 42.44596279718493)",0.12437545212545723,1,0,0,0,1
613,605,HANCOCK ST,,600,600 Blk Hancock St.,FOURTH ST,FIFTH ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.0,28.0,66.0,NO,Collector,NONE,CITY ST,331.282838938191,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"1) Part 1887 (Dewitt), 2) Part 1931 BKPG 1) 131-117, 2) 226-58",3,751.0,136.769107592785,"LINESTRING (-76.50618151261749 42.44596279718493, -76.50618699912805 42.44596036378535, -76.50723646652982 42.44549810057068)",0.1582804039632206,1,0,0,0,1
614,606,HANCOCK ST,,700,700 Blk Hancock St.,FIFTH ST,N MEADOW ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.0,28.0,66.0,NO,Collector,NONE,CITY ST,415.60321968447,Asphalt,,FIRE,CITYST,CITY-ALL,NO,"1) Part 1887 (Dewitt), 2) Part 1931 BKPG 1) 131-117, 2) 226-58",3,752.0,171.522215279485,"LINESTRING (-76.50723646652982 42.44549810057068, -76.50724097509033 42.44549611481701, -76.50732368901278 42.445459124448604, -76.50776969358428 42.44526407380248, -76.50798654106495 42.44518017871437, -76.50820127763139 42.4451187495374, -76.50833006013173 42.44509242198324, -76.508636473061 42.44505060269486)",0.15856056154657402,1,0,0,0,1
615,607,THIRD ST,3RD ST,300,300 Blk Third St.,HANCOCK ST,ADAMS ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,66.0,NO,Local Road,NONE,CITY ST,391.017974931731,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,753.0,161.714407626157,"LINESTRING (-76.50512513160511 42.44642276284275, -76.50513022442532 42.446429059362146, -76.50579244111974 42.44724433514337, -76.50586965668721 42.447343214247915)",0.11668310185686465,1,0,0,0,1
616,608,FIRST ST,1ST ST,400,400 Blk First St.,HANCOCK ST,ADAMS ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.0,28.0,66.0,NO,Local Road,NONE,CITY ST,392.241899440138,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,754.0,162.222336628453,"LINESTRING (-76.50303439753402 42.44735605591162, -76.50303516581027 42.447357002657064, -76.50375054329565 42.44823921454025, -76.50378283525977 42.448278707567816)",0.07862852024427988,1,0,0,0,1
617,609,FIRST ST,1ST ST,500,500 Blk First St.,ADAMS ST,FRANKLIN ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.0,28.0,66.0,NO,Local Road,NONE,CITY ST,394.187580421886,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,755.0,163.029749211568,"LINESTRING (-76.50378283525977 42.448278707567816, -76.50378337659507 42.44827936965828, -76.50384673339 42.448355047160234, -76.50438015898757 42.44901451341675, -76.50453417349787 42.449206288885506)",1.1779553846096373,1,0,0,0,1
618,610,FIRST ST,1ST ST,600,600 Blk First St.,FRANKLIN ST,END,2,Two-way,Sidewalks adjacent to the east side of the street only,25.0,25.0,66.0,NO,Local Road,NONE,CITY ST,228.062448933854,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,756.0,94.3262374586258,"LINESTRING (-76.50453417349787 42.449206288885506, -76.5045343579891 42.44920651858685, -76.50461184632505 42.4492995440928, -76.5049637587986 42.449745186717585)",1.1338602583025197,1,0,0,0,1
619,611,FIRST ST,1ST ST,300,300 Blk First St.,MADISON ST,HANCOCK ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.0,28.0,66.0,NO,Local Road,NONE,CITY ST,394.274766978543,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,757.0,163.060775396415,"LINESTRING (-76.50228227923512 42.44642853864183, -76.50228374049235 42.446430341160394, -76.50303439753402 42.44735605591162)",0.387111567320816,1,0,0,0,1
620,612,FIRST ST,1ST ST,200,200 Blk First St.,MONROE ST,MADISON ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.0,28.0,66.0,NO,Local Road,NONE,CITY ST,387.638626511041,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,758.0,160.313902746513,"LINESTRING (-76.5015427817144 42.44551665437636, -76.50154297104153 42.44551688768725, -76.50228189086009 42.44642806031187, -76.50228227923512 42.44642853864183)",0.008984684403210527,1,0,0,0,1
621,613,FOURTH ST,4TH ST,200,200 Blk Fourth St.,MADISON ST,MORRIS ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.0,28.0,66.0,NO,Local Road,NONE,CITY ST,188.810432982817,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt),3,759.0,78.0913761917608,"LINESTRING (-76.50543141258339 42.44502855581223, -76.5054318446662 42.44502908907916, -76.50575970126931 42.445439040042515, -76.50576868187328 42.44547952147887)",0.09674281648392728,1,0,0,0,1
622,614,THIRD ST,3RD ST,200,200 Blk Third St.,MADISON ST,HANCOCK ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,66.0,NO,Local Road,NONE,CITY ST,394.496162496086,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,760.0,163.150502368014,"LINESTRING (-76.50437395897053 42.44549412181827, -76.50437693254946 42.445497779955055, -76.50475065311305 42.44595977705715, -76.50475172603595 42.44596110392364, -76.50512513160511 42.44642276284275)",0.21384492721951137,1,0,0,0,1
623,615,SECOND ST,2ND ST,300,300 Blk Second St.,MADISON ST,HANCOCK ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,0.0,NO,Local Road,NONE,CITY ST,395.229649102997,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,762.0,163.455017930794,"LINESTRING (-76.50333515701855 42.44595815874911, -76.50333798852289 42.44596166916545, -76.5040878031783 42.446888494670965)",0.0865252737028093,1,0,0,0,1
624,616,THIRD ST,3RD ST,100,100 Blk Third St.,CASCADILLA ST,MADISON ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.2,28.2,66.0,NO,Local Road,NONE,CITY ST,432.134736077404,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,763.0,178.713294969159,"LINESTRING (-76.50354990623633 42.444477432199804, -76.50364114258268 42.44459253598379, -76.50364539026147 42.444597895679095, -76.50437395897053 42.44549412181827)",0.276354812816748,1,0,0,0,1
625,617,MONROE ST,,300,300 Blk Monroe St.,SECOND ST,THIRD ST,2,Two-way,Sidewalks adjacent to the north side of the street only,28.2,28.2,66.0,NO,Local Road,NONE,CITY ST,326.320492330195,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,764.0,134.716950097383,"LINESTRING (-76.50260408457913 42.44505291959001, -76.50260461486633 42.445052687687955, -76.50364539026147 42.444597895679095)",0.17475904603573134,1,0,0,0,1
626,618,MONROE ST,,100,100 Blk Monroe St.,LAKE AVE,FIRST ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.2,28.2,0.0,NO,Local Road,NONE,CITY ST,321.839358546873,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,765.0,132.869275428283,"LINESTRING (-76.50051444491925 42.44596721023076, -76.50154094108049 42.445517776628286)",0.0598500791116744,1,0,0,0,1
627,619,FIFTH ST,5TH ST,200,200 Blk Fifth St.,HANCOCK ST,END,2,Two-way,Sidewalks adjacent to the east side of the street and partial,30.0,30.0,66.0,NO,Local Road,NONE,CITY ST,359.727075053099,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,766.0,148.77066522732,"LINESTRING (-76.50724108311246 42.445496250832896, -76.50729392264908 42.44556303809742, -76.50792702312742 42.44634260826248)",0.1780933405469506,1,0,0,0,1
628,620,LAKE AVE,,200,200 Blk Lake Ave.,MONROE ST,MADISON ST,2,Two-way,Sidewalks adjacent to the west side of the street only,21.0,21.0,50.0,NO,Local Road,NONE,CITY ST,391.143308124932,Asphalt,,NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,767.0,161.765820874668,"LINESTRING (-76.50051220825503 42.44596442581038, -76.50051444491925 42.44596721023076, -76.50125450356462 42.44688512891692, -76.50125518441035 42.44688597928052)",0.06035777853292893,1,0,0,0,1
629,621,LAKE AVE,,100,100 Blk Lake Ave.,CASCADILLA ST,MONROE ST,1,One-way,Sidewalks adjacent to the west side of the street only,24.0,24.0,50.0,NO,Local Road,NONE,CITY ST,578.872834380933,Asphalt,,NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,768.0,239.402448191462,"LINESTRING (-76.49941584840043 42.44459916460825, -76.50051220825503 42.44596442581038)",0.10199498542846376,1,0,0,0,1
630,622,N GENEVA ST,,400,400 Blk N Geneva St.,W COURT ST,CASCADILLA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.6,30.6,66.0,NO,Local Road,NONE,CITY ST,730.151072565713,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,769.0,302.244643666218,"LINESTRING (-76.50089662791619 42.44254924739891, -76.50090518645713 42.44272448300852, -76.50090789433811 42.44277850884485, -76.50099842840808 42.444551433535246)",0.6209813788659053,1,0,0,0,1
631,623,ESTY ST,,200,200 Blk Esty St.,N PLAIN ST,PARK PL,2,Two-way,Sidewalks adjacent to both sides of the street,28.4,28.4,66.0,NO,Local Road,NONE,CITY ST,465.113394699721,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,770.0,191.830211436696,"LINESTRING (-76.50413232031015 42.443366661220914, -76.50413276521418 42.44336664802389, -76.50585424898073 42.44331705876713)",0.23536065040386933,1,0,0,0,1
632,624,ESTY ST,,300,300 Blk Esty St.,PARK PL,WASHINGTON ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.2,28.2,66.0,NO,Local Road,NONE,CITY ST,264.148145428714,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,771.0,108.944658880147,"LINESTRING (-76.50585424898073 42.44331705876713, -76.50683201954728 42.443286162895696)",0.19350120618790745,1,0,0,0,1
633,625,PARK PL,,200,200 Blk Park Pl.,W COURT ST,ESTY ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,66.0,NO,Local Road,NONE,CITY ST,331.005232288003,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,773.0,137.017480172452,"LINESTRING (-76.50580725855792 42.44240909579874, -76.50582348768569 42.44272311192143, -76.50582666290809 42.44277713795814, -76.50585423235695 42.44331673915187)",0.042342475225178665,1,0,0,0,1
634,626,PARK PL,,100,100 Blk Park Pl.,W BUFFALO ST,W COURT ST,2,Two-way,Sidewalks adjacent to the east side of the street only,30.0,30.0,66.0,NO,Local Road,NONE,CITY ST,471.315185095399,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,774.0,195.094473295846,"LINESTRING (-76.50573979335135 42.44111672775761, -76.50578936098358 42.442043580854474, -76.50580720394034 42.44240804421936, -76.50580725855792 42.44240909579874)",0.5676151105531563,1,0,0,0,1
635,627,N PLAIN ST,,400,400 Blk N Plain St.,W COURT ST,ESTY ST,2,Two-way,Sidewalks adjacent to both sides of the street,33.0,33.0,66.0,NO,Collector,NONE,CITY ST,331.220432384031,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,775.0,137.106635150503,"LINESTRING (-76.50408481858165 42.44245780321331, -76.5040992980788 42.44272776432313, -76.50410247325107 42.44278161935166, -76.50413273198191 42.443366010593415)",0.21326648175803317,1,0,0,0,1
636,628,N PLAIN ST,,200,200 Blk N Plain St.,W SENECA ST,W BUFFALO ST,2,Two-way,Sidewalks adjacent to both sides of the street,40.0,40.0,66.0,NO,Minor Arterial,NONE,CITY ST,333.633100667991,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,776.0,138.10058887702,"LINESTRING (-76.5039712828264 42.44025591684497, -76.50397135401008 42.44025729974508, -76.50399735267975 42.440756743845185, -76.50401836411012 42.44117077451366)",0.22940811466189942,1,0,0,0,1
637,629,N PLAIN ST,,100,100 Blk N Plain St.,W STATE ST,W SENECA ST,2,Two-way,Sidewalks adjacent to both sides of the street,40.0,40.0,66.0,NO,Minor Arterial,NONE,CITY ST,313.093572741994,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,777.0,129.596884044892,"LINESTRING (-76.50392795808584 42.43939735697524, -76.5039279817699 42.439397852153164, -76.50394603952084 42.43976694633371, -76.5039712828264 42.44025591684497)",0.29505797585040844,1,0,0,0,1
638,630,N GENEVA ST,,300,300 Blk N Geneva St.,W BUFFALO ST,W COURT ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.6,30.6,66.0,NO,Local Road,NONE,CITY ST,466.068212159674,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,778.0,192.923134246037,"LINESTRING (-76.50083438633288 42.441271141819946, -76.50083439108741 42.44127122375004, -76.50087836323328 42.44216655384239, -76.50089661726675 42.44254902591917, -76.50089662791619 42.44254924739891)",0.2529925489760106,1,0,0,0,1
639,631,N GENEVA ST,,200,200 Blk N Geneva St.,W SENECA ST,W BUFFALO ST,2,Two-way,Sidewalks adjacent to both sides of the street,36.5,36.5,66.0,NO,Local Road,NONE,CITY ST,333.303084852809,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,779.0,137.96417757758,"LINESTRING (-76.5007867034459 42.44035720883492, -76.50078672479633 42.44035761128151, -76.50082356468394 42.44104606428992, -76.50083438397156 42.44127108870095, -76.50083438633288 42.441271141819946)",0.2928544430894416,1,0,0,0,1
640,632,N GENEVA ST,,100,100 Blk N Geneva St.,W STATE ST,W SENECA ST,2,Two-way,Sidewalks adjacent to both sides of the street,36.5,36.5,66.0,NO,Local Road,NONE,CITY ST,313.598111741708,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,780.0,129.805862218526,"LINESTRING (-76.50074127005156 42.439497322832054, -76.50074131270755 42.43949816103617, -76.50076774851478 42.43999760624643, -76.5007867034459 42.44035720883492)",0.2840211918424425,1,0,0,0,1
641,633,N CORN ST,,100,100 Blk N Corn St.,W STATE ST,W SENECA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.1,30.1,66.0,NO,Local Road,NONE,CITY ST,313.216938188529,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,781.0,129.647782464406,"LINESTRING (-76.50613608580622 42.43933281611182, -76.50614601973587 42.439539830921845, -76.50617000598267 42.439994338687235, -76.50618061442779 42.44019168027028)",0.22117837259866,1,0,0,0,1
642,634,S GENEVA ST,,100,100 Blk S Geneva St.,W GREEN ST,W STATE ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.6,30.6,66.0,NO,Local Road,NONE,CITY ST,331.134260261904,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,782.0,137.062627119219,"LINESTRING (-76.5006945762707 42.43858931597159, -76.50073160386066 42.439309154495106, -76.50074127005156 42.439497322832054)",0.38046228583401115,1,0,0,0,1
643,635,S PLAIN ST,,200,200 Blk S Plain St.,CLEVELAND AVE,W GREEN ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,66.0,NO,Minor Arterial,NONE,CITY ST,330.932304117258,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"1871, 1932, 1937, 1887 (Dewitt) BKPG 4-575, 227-425, 246-48, 13-117",3,783.0,136.976914425916,"LINESTRING (-76.5038391277856 42.43758133529841, -76.5038634483829 42.43806143028347, -76.50388397929079 42.43848883830411)",0.4823081716808763,1,0,0,0,1
644,636,S PLAIN ST,,300,300 Blk S Plain St.,W CLINTON ST,CLEVELAND AVE,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,66.0,NO,Minor Arterial,NONE,CITY ST,308.491635054152,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1871, 1932, 1937, 1887 (Dewitt) BKPG 4-575, 227-425, 246-48, 13-117",3,784.0,127.686675340295,"LINESTRING (-76.50379712886996 42.43673537551281, -76.50380564192463 42.436900463839386, -76.50382165956418 42.43723336856811, -76.50382437093575 42.437287395290504, -76.50383905069333 42.43757982365147, -76.5038391277856 42.43758133529841)",0.24173425222518224,1,0,0,0,1
645,637,CLEVELAND AVE,,100,100 Blk Cleveland Ave.,S PLAIN ST,S CORN ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.3,30.3,66.0,NO,Local Road,NONE,CITY ST,595.936426173464,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,785.0,245.763949451328,"LINESTRING (-76.50383905069333 42.43757982365147, -76.506044312315 42.43751495843318, -76.50604503430762 42.437514934612096)",1.3197517188276222,1,0,0,0,1
646,638,S PLAIN ST,,400,400 Blk S Plain St.,CENTER ST,W CLINTON ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,66.0,NO,Minor Arterial,NONE,CITY ST,441.222289843401,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1871, 1932, 1937, 1887 (Dewitt) BKPG 4-575, 227-425, 246-48, 13-117",3,786.0,182.621806600478,"LINESTRING (-76.50373778736154 42.43552541638753, -76.50373791775596 42.435528022829956, -76.50374354735753 42.435653912183255, -76.50375686559667 42.4359238728512, -76.5037713192298 42.43621201303253, -76.50378260568908 42.4364414968381, -76.50379094998246 42.43661695374422, -76.5037970541331 42.43673392508719, -76.50379712886996 42.43673537551281)",0.5876405409121355,1,0,0,0,1
647,639,FAYETTE ST,,200,200 Blk Fayette St.,CENTER ST,W CLINTON ST,2,Two-way,Sidewalks adjacent to both sides of the street,32.1,32.1,66.0,NO,Local Road,NONE,CITY ST,440.086158772172,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1) 1887 (Dewitt), 2) 1871 BKPG 1) 131-117, 2) 4-575",3,787.0,182.151626009698,"LINESTRING (-76.5025063495901 42.43556660747991, -76.5025185400432 42.435809640600326, -76.50254156682982 42.436268607898405, -76.50256075095268 42.43665553991839, -76.50256708374711 42.43677251148681, -76.50256712999669 42.436773408212275)",0.35198550406685997,1,0,0,0,1
648,640,COLUMBIA ST,,100,100 Blk Columbia St.,S AURORA ST,TURNER PL,2,Two-way,Sidewalks adjacent to both sides of the street,21.0,21.0,49.5,NO,Local Road,NONE,CITY ST,556.728667441741,Asphalt,,NO,CITYST,CITY-ALL,NO,1887? (Dewitt),4,790.0,229.588149179687,"LINESTRING (-76.4946816919305 42.435813143446, -76.49468230453634 42.43581310970858, -76.4947795499913 42.435811812822585, -76.49578143603952 42.43578068226693, -76.49674256561485 42.43575465735693)",22.21269242678942,0,0,0,1,4
649,641,SOUTH HILL TER,,200,200 Blk South Hill Terrace,TURNER PL,HILLVIEW PL,2,Two-way,Sidewalks adjacent to both sides of the street,22.5,22.5,50.0,NO,Local Road,NONE,CITY ST,388.994754842327,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1904 BKPG 158-366,4,792.0,160.799794289654,"LINESTRING (-76.49673785772788 42.43564214493203, -76.49706340108098 42.43546676818822, -76.49710928205721 42.435439190682494, -76.49716629526527 42.43539790014158, -76.4971987534797 42.435365852451596, -76.49722937772846 42.43532042680235, -76.49725907581328 42.435274999548746, -76.49732080544437 42.435170770195576, -76.49734378354329 42.43512979703427, -76.49736953851638 42.43508899790667, -76.49741107591956 42.43502094158862, -76.49754150485896 42.43479413628984, -76.49754185939193 42.43479350634909)",2.3696082496216855,1,0,0,0,1
650,642,W SPENCER ST,,200,200 Blk W Spencer St.,ELMIRA CIRCLE,S CAYUGA ST,2,Two-way,Sidewalks adjacent to the west side of the street only,28.6,28.6,50.0,NO,Collector,NONE,CITY ST,1298.52999593622,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 BKPG 131-374,4,794.0,536.869046991784,"LINESTRING (-76.50137201665757 42.431734559877775, -76.5013631524927 42.43173896228369, -76.5012107334059 42.431814668825226, -76.50098676972189 42.43205633275529, -76.50075769432271 42.432311541091146, -76.50037839801334 42.43271276358353, -76.50033249669782 42.43275835099143, -76.50003269863548 42.43309102828949, -76.49991070688584 42.43325009726378, -76.49987521093252 42.43330461037426, -76.49983855790931 42.43335912263049, -76.49965855120026 42.433618137573625, -76.49961842410448 42.433672819176834, -76.49947509330153 42.43385931306261, -76.49919726362093 42.43420503774146, -76.49890478925118 42.434591570288994, -76.49880504887498 42.43472801562751)",2.118322770752198,1,0,0,0,1
651,643,GRANDVIEW AVE,,100,100 Blk Grandview Ave.,GRANDVIEW CT,S AURORA ST,2,Two-way,Sidewalks adjacent to both sides of the street and south side partial,26.0,26.0,40.0,NO,Local Road,NONE,CITY ST,429.115490374327,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1) 1948, 2) 1955 BKPG 1) 315-123, 2) 384-201, 383-424, 384-244",4,795.0,176.949200633405,"LINESTRING (-76.49453321415888 42.43139771757951, -76.49464709465951 42.43139164592036, -76.49489134793336 42.431388576455895, -76.4951279022082 42.43138550684931, -76.49512842601538 42.431385500050034, -76.49526016181355 42.431383715218814, -76.49612211895104 42.43136790961566)",11.522738778293451,0,0,1,0,3
652,644,W SPENCER ST,,700,700 Blk Spencer Rd.,ELMIRA RD CONNECTOR,END,2,Two-way,No sidewalks adjacent to the street,22.5,22.5,50.0,NO,Local Road,NONE,CITY ST,607.493683946543,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1887 BKPG 131-374,4,799.0,250.98154103585,"LINESTRING (-76.52000066219784 42.41833226978511, -76.51994913864172 42.41846893160151, -76.51977232941192 42.418665038127564, -76.5194489196476 42.41893944082244, -76.51888138410204 42.41936120123544, -76.51856132720468 42.41958304034863, -76.51855665197685 42.41958619324734)",1.481881051838213,1,0,0,0,1
653,645,ELMIRA RD,NYS ROUTE 13/34/96,400,400 Blk Elmira Rd.,CITY LINE,SPENCER RD,5,Two-way,Sidewalks adjacent to both sides of the street,60.0,60.0,0.0,YES,Principal Arterial,NONE,CITY ST,1013.29697220074,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Acquired by the State,4,800.0,418.467576705903,"LINESTRING (-76.52218860760134 42.418225579527274, -76.52162261615031 42.418514265290305, -76.5214097687544 42.41864329541738, -76.52125482003756 42.418739769365125, -76.52109847286773 42.41884550459737, -76.52093170519562 42.418955693113254, -76.52076422827979 42.41907960152189, -76.52065049440938 42.41916220555144, -76.52052980598478 42.41925372399785, -76.51978341596882 42.419835578737974, -76.51944403223285 42.42010568439278, -76.5194420317062 42.420107362331294)",4.767261026711411,1,0,0,0,1
