OBJECTID,NAME,ALTNAME,BLOCK,Location_n,Fromstreet,ToStreet,TOTALANES,DIRECT1,SIDEWLK1,WIDTH_C_C,WIDTHAPPRO,ROW_WIDTH,StateRte,FCLASS2014,STATERESP,OWNERSHIP,lengthinv,SURFACETXT,SHOULDTEXT,RESPONSEROUTE,OWNTYPE,MGTRESPONB,STATEROUTEYN,DeedyrBkPg,SID,RINNUM,SHAPE__Length
644,W SPENCER ST, ,700,700 Blk Spencer Rd.,ELMIRA RD CONNECTOR,END,2,Two-way,No sidewalks adjacent to the street,22.5,22.5,50,NO,Local Road,NONE,CITY ST,607.493683946543,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1887 BKPG 131-374,4,799,250.98154103585
645,ELMIRA RD,NYS ROUTE 13/34/96,400,400 Blk Elmira Rd.,CITY LINE,SPENCER RD,5,Two-way,Sidewalks adjacent to both sides of the street,60,60,0,YES,Principal Arterial,NONE,CITY ST,1013.29697220074,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Acquired by the State,4,800,418.467576705903
646,ELMIRA RD,NYS ROUTE 13/34/96,300,300 Blk Elmira Rd.,SOUTHWEST PARK RD,320 ELMIRA RD,5,Two-way,Sidewalks adjacent to both sides of the street,60,60,0,YES,Principal Arterial,NONE,CITY ST,1119.31984843132,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Acquired by the State,4,801,462.199251312909
647,SPENCER RD, ,400,400 Blk Spencer Rd.,S MEADOW ST,STONE QUARRY RD,2,Two-way,No sidewalks adjacent to the street,28,28,50,NO,Local Road,NONE,CITY ST,668.023262546544,Asphalt,,FIRE,CITYST,CITY-ALL,NO,1887 BKPG 131-374,4,803,275.815024340818
648,BRINDLEY ST, ,100,100 Blk Brindley St.,TABER ST,CAYUGA INLET BRIDGE,2,Two-way,No sidewalks adjacent to the street,21,21,66,NO,Local Road,NONE,CITY ST,243.161704173821,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Unknown,5,805,100.629641456926
649,BRINDLEY ST, ,,100 Blk Brindley St.,SIXMILE CREEK,SIXMILE CREEK,2,One car Crossing,No Information/Unknown,17,17,66,NO,Local Road,NONE,CITY ST,101.379090637676,,,NO,CITYBRG,CITY BRIDGE,NO,,5,806,41.9629995936986
650,ELM ST, ,100,100 Blk Elm St.,AFTER TURN,CHESTNUT APTS DRIVEWAY,2,Two-way,Sidewalks adjacent to the east side of the street only,28,28,50,NO,Local Road,NONE,CITY ST,407.91535752527,Asphalt,,FIRE,CITYST,CITY-ALL,NO,Unknown,5,807,168.568358284588
651,ELM ST, ,300,300 Blk Elm St.,CHESTNUT ST,W VILLAGE PL,2,Two-way,Sidewalks adjacent to the east side of the street only,22,22,50,NO,Local Road,NONE,CITY ST,904.114625091421,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,Unknown,5,808,373.2393455188
652,HOOK PL, ,200,200 Blk Hook Pl.,CHESTNUT ST,TAYLOR PL,2,Two-way,Sidewalks adjacent to the south side of the street only,20,20,50,NO,Local Road,NONE,CITY ST,464.878176248833,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1908 BKPG 168-384,5,810,191.731998402659
653,CHESTNUT ST, ,500-600,500-600 Blk Chestnut St.,ELM ST,END,2,Two-way,Sidewalks adjacent to both sides of the street and south side partial,29.7,29.7,50,NO,Local Road,NONE,CITY ST,1868.4917386384,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1867 BKPG 48,5,814,772.632376199033
654,CHESTNUT ST, ,100,100 Blk Chestnut St.,CLIFF PARK BROOK,SUNRISE RD,2,Two-way,Sidewalks adjacent to the east side of the street only,28.1,28.1,0,NO,Local Road,NONE,CITY ST,892.243918156126,Asphalt,Vegetation,FIRE,CITYST,CITY-ALL,NO,"In part 9-53 to 9-56 BKPG 361-569, 391- 319, 527, 52, 531.",5,815,369.313665002983
655,RICHARD PL, ,400,400 Blk Richard Pl.,SUNRISE RD,DRIVEWAY #408,2,Two-way,No sidewalks adjacent to the street,26,26,50,NO,Local Road,NONE,CITY ST,232.06957419011,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,6/11/1970 BKPG 488-177,5,817,96.0658437134623
656,CAMPBELL AVE, ,500,500 Blk Campbell Ave.,N TAYLOR PL,END,2,Two-way,No sidewalks adjacent to the street,32,32,60,NO,Local Road,NONE,CITY ST,415.140836781469,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,part Hull deed 10/9/1970,5,818,171.706560273997
657,N QUARRY ST, ,200,200 Blk N Quarry St.,E SENECA ST,E BUFFALO ST,2,Two-way,Sidewalks adjacent to both sides of the street,24.3,24.3,66,NO,Local Road,NONE,CITY ST,328.034899370189,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,2,821,135.784351264489
658,DELAWARE AVE, ,200,200 Blk Delaware Ave.,OXFORD PL,BRYANT AVE,2,Two-way,Sidewalks adjacent to both sides of the street,26.3,26.3,50,NO,Local Road,NONE,CITY ST,558.33863977928,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1912 BKPG 178-530,2,823,231.107516924045
659,DEARBORN PL, ,100,100 Blk Dearborn Pl.,KELVIN PL,WYCKOFF AVE,1,One-way,Sidewalks adjacent to both sides of the street,20,20,40,NO,Local Road,NONE,CITY ST,394.697218711599,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,824,163.13580989669
660,WYCKOFF AVE, ,400,400 Blk Wyckoff Ave.,HEIGHTS CT,HIGHLAND AVE,2,Two-way,Sidewalks adjacent to the north side of the street only,26.3,26.3,50,NO,Local Road,NONE,CITY ST,758.009901903515,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,825,313.102102148981
661,THURSTON AVE, ,600,600 Blk Thurston Ave.,FALL CREEK BRIDGE,WAIT AVE,2,Two-way,Sidewalks adjacent to both sides of the street,35,35,66,NO,Minor Arterial,NONE,CITY ST,466.112873091164,Asphalt,,FIRE,CITYST,CITY-ALL,NO,1903 BKPG 159-200,0,827,192.948854231606
662,THURSTON AVE, ,300-400,300-400 Blk Thurston Ave.,WYCKOFF AVE,HIGHLAND AVE EAST,2,Two-way,Sidewalks adjacent to both sides of the street,42,42,66,NO,Local Road,NONE,CITY ST,696.287769929766,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,828,287.2400785338
663,STEWART AVE, ,800,800 Blk Stewart Ave.,WILLIARD WAY,FALL CREEK,2,Two-way,Sidewalks adjacent to the west side of the street only,34,34,0,NO,Collector,NONE,CITY ST,762.223764252778,Asphalt,,FIRE,CITYST,CITY-ALL,NO,1888 BKPG 132-383,1,829,315.183518127336
664,THURSTON AVE, ,200,200 Blk Thurston Ave.,HIGHLAND AVE,BARTON PL,2,Two-way,Sidewalks adjacent to both sides of the street,42,42,66,NO,Local Road,NONE,CITY ST,516.211769007836,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,831,212.978045500004
665,FALL CREEK DR, ,200,200 Blk Fall Creek Dr.,HIGHLAND AVE,BARTON PL,2,Two-way,Sidewalks adjacent to both sides of the street,18,18,0,NO,Local Road,NONE,CITY ST,504.557444589152,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,834,208.136376371495
666,LAKE ST, ,100,100 Blk Lake St.,UNIVERISTY AVE,WEST END OF APTS,2,Two-way,Sidewalks adjacent to both sides of the street and north side partial,28,28,66,NO,Minor Arterial,NONE,CITY ST,849.766168875372,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1869-1873 BKPG Various,1,836,351.188871726329
667,STEWART AVE, ,700,700 Blk Stewart Ave.,UNIVERSITY AVE,WILLIARD WAY,2,Two-way,Sidewalks adjacent to the west side of the street only,36,36,0,NO,Collector,NONE,CITY ST,462.55960210071,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1888 BKPG 132-383,1,838,191.400003074936
668,N CAYUGA ST, ,1400,1400 Blk N Cayuga St.,TOWNLINE PREPENDICULAR,TOWN LINE,2,Two-way,Sidewalks adjacent to the east side of the street only,32,32,80,NO,Minor Arterial,NONE,CITY ST,1578.05213698334,Asphalt,Vegetation,FIRE,CITYST,CITY-ALL,NO,Unknown,0,841,653.375892658904
669,N CAYUGA ST, ,1200,1200 Blk N Cayuga St.,E FALLS ST,E YORK ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,80,NO,Minor Arterial,NONE,CITY ST,267.926215237619,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,Unknown,1,842,110.923800514285
670,E FALLS ST, ,200,200 Blk E Falls St.,N AURORA ST,N TIOGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.2,30.2,66,NO,Local Road,NONE,CITY ST,325.030831969712,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1924 BKPG 206-20,1,843,134.075041001541
671,N CAYUGA ST, ,1000,1000 Blk N Cayuga St.,E JAY ST,E LINCOLN ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,80,NO,Minor Arterial,NONE,CITY ST,484.769975782721,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,844,200.693697381097
672,E STATE ST / M.L.K. JR ST,MARTIN LUTHER KING JR ST/79,1100,1100 Blk E State St.,GILES ST,BRIDGE ST,2,Two-way,Sidewalks adjacent to both sides of the street,26,26,50,YES,Minor Arterial, ,CITY ST,407.482731376771,Asphalt,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,2,845,168.230060238332
673,E STATE ST / M.L.K. JR ST,MARTIN LUTHER KING JR ST/79,1200,1200 Blk E State St.,WOODCREST AVE,CORNELL ST,2,Two-way,Sidewalks adjacent to the north side of the street only,26,26,50,YES,Minor Arterial, ,CITY ST,347.121238023019,Asphalt,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,2,846,143.280464057287
674,E STATE ST / M.L.K. JR ST,MARTIN LUTHER KING JR ST/79,1300,1300 Blk E State St.,CITY LINE,WOODCREST AVE,2,Two-way,Sidewalks adjacent to both sides of the street and south side partial,26,26,50,YES,Minor Arterial, ,CITY ST,667.810122346491,Asphalt,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,2,847,275.649875634845
675,HECTOR ST,NYS STATE ROUTE 79,900-1000,900-1100 Blk Hector St.,CITY LINE,CAMPBELL AVE,2,Two-way,No sidewalks adjacent to the street,32,32,0,YES,Minor Arterial,ALL CITY,CITY ST,1736.74468717246,Asphalt,Vegetation,FIRE,CITYST,NYSRteCityPaves,YES,Unknown,5,848,718.111212776615
676,STEWART AVE, ,1000,1000 Blk Stewart Ave.,THURSTON,CITY LINE,2,Two-way,Sidewalks adjacent to the west side of the street only,24,24,0,NO,Collector,NONE,CITY ST,544.269179365485,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"1903, various others BKPG 159-200, various",1,849,225.264511586256
677,LINN ST, ,500,500 Blk Linn St.,E TOMPKINS ST,HOUSE #521,2,Two-way,Sidewalks adjacent to both sides of the street,30.7,30.7,66,NO,Local Road,NONE,CITY ST,461.106045407501,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 DeWitt BKPG 131-117,1,851,190.890646234003
678,N CAYUGA ST, ,900,900 Blk N Cayuga St.,E LEWIS ST,E JAY ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,80,NO,Minor Arterial,NONE,CITY ST,412.938007125729,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,852,170.951601923591
679,CLIFF ST,NYS STATE ROUTE 96,800-900,800-900 Blk Cliff St.,VINEGAR HILL RD,BROOKFIELD RD,2,Two-way,Sidewalks adjacent to the east side of the street only,24.4,24.4,49.5,YES,Minor Arterial,ALL CITY,CITY ST,1997.93225139165,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,5,854,826.383110786149
680,HECTOR ST,NYS STATE ROUTE 79,800,800 Blk Hector St.,N TAYLOR PL,CAMPBELL AVE,2,Two-way,No sidewalks adjacent to the street,26,26,0,YES,Minor Arterial,ALL CITY,CITY ST,930.045402999463,Asphalt,Vegetation,FIRE,CITYST,NYSRteCityPaves,YES,Unknown,5,855,384.224069991757
681,CLIFF ST,NYS STATE ROUTE 96,600-700,600-700 Blk Cliff St.,HOUSE # 607,VINEGAR HILL RD,2,Two-way,Sidewalks adjacent to the east side of the street only,24.4,24.4,49.5,YES,Minor Arterial,ALL CITY,CITY ST,1067.92114795331,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,5,858,441.923512811258
682,HECTOR ST,NYS STATE ROUTE 79,200-300,200-300 Blk Hector St.,SUNRISE RD,HOPPER PL,2,Two-way,Sidewalks adjacent to the east side of the street only,28,28,57.75,YES,Minor Arterial,ALL CITY,CITY ST,299.201961222027,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,5,860,123.836055614385
683,N MEADOW ST,NYS ROUTE 13/34N,600,600 Blk N Meadow St.,CASCADILLA ST,HANCOCK ST,3,One-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Principal Arterial, ,NYS DOT,264.493975178589,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned (1965),5,863,109.489079202085
684,N MEADOW ST,NYS ROUTE 13/34N,400,400 Blk N Meadow St.,W COURT ST,ESTY ST,3,One-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Principal Arterial, ,NYS DOT,334.186778173296,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,5,864,138.334068085164
685,S MEADOW ST,NYS ROUTE 13/34/96N,300,300 Blk S Meadow St.,W CLINTON ST,CLEVELAND AVE,3,One-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Principal Arterial, ,NYS DOT,317.984204400348,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS R.O.W.,5,865,131.615378996636
686,S MEADOW ST,NYS ROUTE 13/34/96N,200,200 Blk S Meadow St.,CLEVELAND AVE,W GREEN ST,3,One-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Principal Arterial, ,NYS DOT,331.324600803115,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS R.O.W.,5,866,137.138980102846
687,N MEADOW ST,NYS ROUTE 13/34/96N,100,100 Blk N Meadow St,W STATE ST,W SENECA ST,4,One-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Principal Arterial, ,NYS DOT,313.477012963567,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,5,867,129.755327925187
688,N MEADOW ST,NYS ROUTE 13/34N,200,200 Blk N Meadow St.,W SENECA ST,W BUFFALO ST,3,One-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Principal Arterial, ,NYS DOT,331.891152733022,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,5,868,137.379212807205
689,E STATE ST / M.L.K. JR ST,MARTIN LUTHER KING JR ST/79,900,900 Blk E State St.,WATER ST,VALLEY RD,2,Two-way,Sidewalks adjacent to both sides of the street and north side partial,26,26,50,YES,Minor Arterial, ,CITY ST,845.316297566374,Asphalt,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,2,869,349.101873508363
690,E SENECA ST, ,700,700 Blk E Seneca St.,N QUARRY ST,STEWART AVE,1,One-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Local Road,NONE,CITY ST,312.964716062448,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131 - 117,2,870,129.072910384103
691,E SENECA ST,NYS ROUTE 79W,200,200 Blk E Seneca St.,N AURORA ST,N TIOGA ST,2,One-way,Sidewalks adjacent to both sides of the street,46,46,66,YES,Minor Arterial,MILLPAVE,NYS DOT,316.908800100895,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,Unknown,3,872,130.699706962161
692,E SENECA ST,NYS ROUTE 79W,300,300 Blk E Seneca St.,STATE ROUTE 79 WB,N AURORA ST,3,One-way,Sidewalks adjacent to both sides of the street,46,46,66,YES,Minor Arterial,MILLPAVE,NYS DOT,72.454736443228,Asphalt,"Curbed, Granite",NO,DOT,NYSMillPveCityReprs,YES,Unknown,3,873,29.8823346803835
693,W STATE ST/ M. L. K. JR ST,MARTIN LUTHER KING JR ST,100,100 Blk W State St.,S CAYUGA ST,S GENEVA ST,2,Two-way,Sidewalks adjacent to both sides of the street,38,38,66,NO,Collector,NONE,CITY ST,464.307877021712,"Brick, Block","Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,874,191.486671873561
694,W GREEN ST,NYS ROUTE 79E,200,200 Blk W Green St.,S GENEVA ST,S ALBANY ST,2,One-way,Sidewalks adjacent to both sides of the street,40,40,66,YES,Minor Arterial,MILLPAVE,NYS DOT,264.673169166042,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,3,875,109.152984403274
695,W GREEN ST,NYS ROUTE 79E,300,300 Blk W Green St.,S ALBANY ST,FAYETTE ST,2,One-way,Sidewalks adjacent to both sides of the street,40,40,66,YES,Minor Arterial,MILLPAVE,NYS DOT,265.125173451618,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,3,876,109.339336243459
696,W GREEN ST,NYS ROUTE 79E,400,400 Blk W Green St.,FAYETTE ST,S PLAIN ST,2,One-way,Sidewalks adjacent to both sides of the street,40,40,66,YES,Minor Arterial,MILLPAVE,NYS DOT,331.136163306225,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,3,877,136.562621295848
697,W STATE ST/ M. L. K. JR ST,MARTIN LUTHER KING JR ST,300,300 Blk W State St.,S ALBANY ST,N PLAIN ST,2,Two-way,Sidewalks adjacent to both sides of the street,38,38,66,NO,Collector,NONE,CITY ST,593.351445564384,"Brick, Block","Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,878,244.705441021376
698,W STATE ST/ M. L. K. JR ST,MARTIN LUTHER KING JR ST,200,200 Blk W State St.,N GENEVA ST,N ALBANY ST,2,Two-way,Sidewalks adjacent to both sides of the street,38,38,66,NO,Collector,NONE,CITY ST,266.324120163258,"Brick, Block","Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,879,109.835433312331
699,W SENECA ST,NYS ROUTE 79W,200,200 Blk W Seneca St.,N GENEVA ST,N ALBANY ST,2,One-way,Sidewalks adjacent to both sides of the street,40,40,66,YES,Minor Arterial,MILLPAVE,NYS DOT,264.360867892757,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,Unknown,3,880,109.027251268088
700,W SENECA ST,NYS ROUTE 79W,300,300 Blk W Seneca St.,N ALBANY ST,N PLAIN ST,2,One-way,Sidewalks adjacent to both sides of the street,40,40,66,YES,Minor Arterial,MILLPAVE,NYS DOT,595.182992553558,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,Unknown,3,881,245.464152617575
701,W SENECA ST,NYS ROUTE 79W,400,400 Blk W Seneca St.,N PLAIN ST,N CORN ST,2,One-way,Sidewalks adjacent to both sides of the street,40,40,66,YES,Minor Arterial,MILLPAVE,NYS DOT,596.882645037762,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,Unknown,3,882,246.164662754902
702,W SENECA ST,NYS ROUTE 79W,500,500 Blk W Seneca St.,N CORN ST,N MEADOW ST,2,One-way,Sidewalks adjacent to both sides of the street,40,40,66,YES,Minor Arterial,MILLPAVE,NYS DOT,597.060853815127,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,Unknown,3,883,246.238100361426
703,W SENECA ST,NYS ROUTE 79W,,800 Blk W Seneca St,SIXMILE CREEK,SIXMILE CREEK,1,One-way,Sidewalks adjacent to both sides of the street,30.7,30.7,66,YES,Minor Arterial,MILLPAVE,NYS DOT,166.171944899057,Asphalt,"Curbed, Granite",FIRE,DOTBRG,NYSMillPveCityReprs,YES,,5,884,68.5319861994796
704,W STATE ST/ M. L. K. JR ST,MARTIN LUTHER KING JR ST,400,400 Blk W State St.,S PLAIN ST,S CORN ST,2,Two-way,Sidewalks adjacent to both sides of the street,39,39,66,NO,Collector,NONE,CITY ST,599.652595811558,"Brick, Block","Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Diwitt) BKPG 131-117,3,885,247.303656986431
705,W GREEN ST,NYS ROUTE 79E,600,600 Blk W Green St.,S CORN ST,S MEADOW ST,2,One-way,Sidewalks adjacent to both sides of the street,40,40,66,YES,Minor Arterial,MILLPAVE,NYS DOT,597.91437780022,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,3,886,246.582955603202
706,W STATE ST/ M. L. K. JR ST,MARTIN LUTHER KING JR ST/79,700-800,700-800 Blk W State St.,N FULTON ST,BRIDGE,3,Two-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Minor Arterial, ,CITY ST,313.549136641159,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,5,887,129.321773695217
707,W STATE ST/ M. L. K. JR ST,MARTIN LUTHER KING JR ST,500,500 Blk W State St.,S CORN ST,S MEADOW ST,2,Two-way,Sidewalks adjacent to both sides of the street,39,39,66,NO,Collector,NONE,CITY ST,593.203502276798,"Brick, Block","Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131 -117,3,888,244.643916065188
708,W GREEN ST,NYS ROUTE 79E,500,500 Blk W Green St.,S PLAIN ST,S CORN ST,2,One-way,Sidewalks adjacent to both sides of the street,40,40,66,YES,Minor Arterial,MILLPAVE,NYS DOT,596.739091647491,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,3,889,246.098733431092
709,EDDY ST, ,400,400 Blk Eddy St.,DRYDEN RD,WILLIAMS ST,2,Two-way,Sidewalks adjacent to both sides of the street,40,40,66,NO,Local Road,NONE,CITY ST,72.3358895301327,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,2,890,29.9427235892643
710,EDDY ST, ,400,400 Blk Eddy St.,E BUFFALO ST,DRYDEN RD,2,Two-way,Sidewalks adjacent to both sides of the street,40,40,66,NO,Minor Arterial,NONE,CITY ST,179.996227922594,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,2,891,74.5072154210931
711,EDDY ST, ,300,300 Blk Eddy St.,E SENECA ST,E BUFFALO ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Collector,NONE,CITY ST,334.892990005769,Asphalt,,FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,2,892,138.623242882079
712,MITCHELL ST,NYS STATE ROUTE 366,100,100 Blk Mitchell St.,E STATE ST,COLLEGE AVE,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,49.5,YES,Minor Arterial, ,CITY ST,336.031649936281,Surface Treated,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,"1)1926, 2)1928, 3)1930 BKPG 1)211-181, 2)213-569, 3)220-450",2,893,138.655468130863
713,MITCHELL ST,NYS STATE ROUTE 366,200,200 Blk Mitchell St.,LINDEN AVE,COLLEGE AVE,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,49.5,YES,Minor Arterial, ,CITY ST,300.109409545319,Surface Treated,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,"1)1926, 2)1928, 3)1930 BKPG 1)211-181, 2)213-569, 3)220-450",2,894,123.784932006981
714,MITCHELL ST,NYS STATE ROUTE 366,300,300 Blk Mitchell St.,DELAWARE AVE,LINDEN AVE,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,49.5,YES,Minor Arterial, ,CITY ST,203.552973716892,Surface Treated,,FIRE,CITYST,NYSRteCityPaves,YES,"1)1926, 2)1928, 3)1930 BKPG 1)211-181, 2)213-569, 3)220-450",2,895,83.9545759934448
715,MITCHELL ST, ,500,500 Blk Mitchell St.,CORNELL ST,ELMWOOD AVE,2,Two-way,Sidewalks adjacent to both sides of the street,26.1,26.1,49.5,NO,Collector,NONE,CITY ST,318.825221978697,Surface Treated,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,"1)1926, 2)1928, 3)1930 BKPG 1)211-181, 2)213-569, 3)220-450",2,896,131.484447187103
716,MITCHELL ST, ,600,600 Blk Mitchell St.,COBB ST,CORNELL ST,2,Two-way,Sidewalks adjacent to both sides of the street,26.1,26.1,49.5,NO,Collector,NONE,CITY ST,310.249761737353,Surface Treated,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,"1)1926, 2)1928, 3)1930 BKPG 1)211-181, 2)213-569, 3)220-450",2,897,127.947724991981
717,ITHACA RD,NYS STATE ROUTE 366,200,200 Blk Ithaca Rd.,BRYANT AVE,ELMWOOD AVE,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,YES,Minor Arterial, ,CITY ST,362.895239652348,Surface Treated,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,1912 BKPG 178-530,2,900,149.800010185548
718,DRYDEN RD, ,200,200 Blk Dryden Rd.,COLLEGE AVE,LINDEN AVE,2,Two-way,Sidewalks adjacent to both sides of the street,32.3,32.3,50,NO,Minor Arterial,NONE,CITY ST,277.591968354459,Asphalt,,FIRE,CITYST,CITY-ALL,NO,Unknown,2,902,114.485946285516
719,DRYDEN RD, ,300,300 Blk Dryden Rd.,ELMWOOD AVE,BRYANT AVE,2,Two-way,Sidewalks adjacent to both sides of the street,26,26,50,NO,Minor Arterial,NONE,CITY ST,467.94662005454,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,Unknown,2,904,193.061212228545
720,DRYDEN RD, ,400-500,400-500 Blk Dryden Rd.,FAIRMOUNT AVE,ELMWOOD AVE,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,50,NO,Minor Arterial,NONE,CITY ST,436.786529359716,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,Unknown,2,905,180.152033181002
721,COLLEGE AVE, ,200,200 Blk College Ave.,COOK ST,CATHERINE ST,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,50,NO,Minor Arterial,NONE,CITY ST,248.895834199989,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1899 BKPG 153-177,2,907,103.024272670527
722,COLLEGE AVE, ,100,100 Blk College Ave.,MITCHELL ST,COOK ST,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,50,NO,Minor Arterial,NONE,CITY ST,727.416870350085,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1899 BKPG 153-177,2,908,301.088388830049
